Category,Book Name,Book Rate,Book Price(£),Book Availability,Book Url
Default,If I Stay (If I Stay #1),38.13,Five,In stock,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html
Default,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,Two,In stock,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html
Default,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,One,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html
Default,Fool Me Once,16.96,One,In stock,https://books.toscrape.com/catalogue/fool-me-once_374/index.html
Default,Drama,38.7,Two,In stock,https://books.toscrape.com/catalogue/drama_371/index.html
Default,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,Five,In stock,https://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html
Default,Alight (The Generations Trilogy #2),58.59,Four,In stock,https://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html
Default,Vogue Colors A to Z: A Fashion Coloring Book,52.35,Four,In stock,https://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html
Default,The Shining (The Shining #1),27.88,Three,In stock,https://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html
Default,The Hunger Games (The Hunger Games #1),29.85,Five,In stock,https://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html
Default,Outlander (Outlander #1),19.67,Five,In stock,https://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html
Default,Mockingjay (The Hunger Games #3),20.44,Four,In stock,https://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html
Default,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,Three,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
Default,Confessions of a Shopaholic (Shopaholic #1),48.94,Two,In stock,https://books.toscrape.com/catalogue/confessions-of-a-shopaholic-shopaholic-1_318/index.html
Default,Zero History (Blue Ant #3),34.77,One,In stock,https://books.toscrape.com/catalogue/zero-history-blue-ant-3_308/index.html
Default,World War Z: An Oral History of the Zombie War,21.8,One,In stock,https://books.toscrape.com/catalogue/world-war-z-an-oral-history-of-the-zombie-war_306/index.html
Default,Wild: From Lost to Found on the Pacific Crest Trail,46.02,Three,In stock,https://books.toscrape.com/catalogue/wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html
Default,"Where'd You Go, Bernadette",18.13,One,In stock,https://books.toscrape.com/catalogue/whered-you-go-bernadette_304/index.html
Default,Twilight (Twilight #1),41.93,Two,In stock,https://books.toscrape.com/catalogue/twilight-twilight-1_293/index.html
Default,The Paris Wife,36.8,Three,In stock,https://books.toscrape.com/catalogue/the-paris-wife_269/index.html
Default,The Maze Runner (The Maze Runner #1),20.93,One,In stock,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html
Default,The Lover's Dictionary,58.09,Two,In stock,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html
Default,The Goldfinch,43.58,Three,In stock,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html
Default,The Giver (The Giver Quartet #1),12.3,One,In stock,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html
Default,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,Two,In stock,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html
Default,The Demon-Haunted World: Science as a Candle in the Dark,52.25,Four,In stock,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html
Default,The Book Thief,53.49,Two,In stock,https://books.toscrape.com/catalogue/the-book-thief_233/index.html
Default,The Autobiography of Malcolm X,23.43,Two,In stock,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html
Default,Shopaholic & Baby (Shopaholic #5),46.45,Two,In stock,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html
Default,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,One,In stock,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
Default,Packing for Mars: The Curious Science of Life in the Void,56.68,Two,In stock,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
Default,Orange Is the New Black,24.61,Two,In stock,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html
Default,One for the Money (Stephanie Plum #1),32.87,Two,In stock,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html
Default,Morning Star (Red Rising #3),29.4,One,In stock,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
Default,Life After Life,26.13,Two,In stock,https://books.toscrape.com/catalogue/life-after-life_187/index.html
Default,"Lean In: Women, Work, and the Will to Lead",25.02,One,In stock,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
Default,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,Three,In stock,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
Default,Gone Girl,37.6,Five,In stock,https://books.toscrape.com/catalogue/gone-girl_162/index.html
Default,Fellside,38.62,One,In stock,https://books.toscrape.com/catalogue/fellside_155/index.html
Default,Eclipse (Twilight #3),18.74,One,In stock,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
Default,Dracula,52.62,Three,In stock,https://books.toscrape.com/catalogue/dracula_150/index.html
Default,Dead Wake: The Last Crossing of the Lusitania,39.24,Five,In stock,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
Default,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,One,In stock,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
Default,Dark Places,23.9,Five,In stock,https://books.toscrape.com/catalogue/dark-places_144/index.html
Default,Breaking Dawn (Twilight #4),35.28,Five,In stock,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
Default,Beautiful Creatures (Caster Chronicles #1),21.55,Five,In stock,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
Default,A Visit from the Goon Squad,14.08,Five,In stock,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
Default,The Zombie Room,19.69,Five,In stock,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html
Default,The Name of the Wind (The Kingkiller Chronicle #1),50.59,Three,In stock,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
Default,Taking Shots (Assassins #1),18.88,Two,In stock,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html
Default,Shatter Me (Shatter Me #1),42.4,One,In stock,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html
Default,Paradise Lost (Paradise #1),24.96,One,In stock,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html
Default,On the Road (Duluoz Legend),32.36,Three,In stock,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html
Default,Jane Eyre,38.43,Five,In stock,https://books.toscrape.com/catalogue/jane-eyre_27/index.html
Default,Frankenstein,38.0,Two,In stock,https://books.toscrape.com/catalogue/frankenstein_20/index.html
Science Fiction,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,One,In stock,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html
Science Fiction,Join,35.67,Five,In stock,https://books.toscrape.com/catalogue/join_902/index.html
Science Fiction,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,Four,In stock,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
Science Fiction,The Project,10.65,One,In stock,https://books.toscrape.com/catalogue/the-project_856/index.html
Science Fiction,Soft Apocalypse,26.12,Two,In stock,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html
Science Fiction,Sleeping Giants (Themis Files #1),48.74,One,In stock,https://books.toscrape.com/catalogue/sleeping-giants-themis-files-1_604/index.html
Science Fiction,Arena,21.36,Four,In stock,https://books.toscrape.com/catalogue/arena_587/index.html
Science Fiction,Foundation (Foundation (Publication Order) #1),32.42,One,In stock,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
Science Fiction,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,One,In stock,https://books.toscrape.com/catalogue/the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html
Science Fiction,Ready Player One,19.07,Four,In stock,https://books.toscrape.com/catalogue/ready-player-one_209/index.html
Science Fiction,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,Two,In stock,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
Science Fiction,Dune (Dune #1),54.86,One,In stock,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
Science Fiction,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,One,In stock,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
Science Fiction,Three Wishes (River of Time: California #1),44.18,Two,In stock,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html
Science Fiction,The Last Girl (The Dominion Trilogy #1),36.26,Two,In stock,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html
Science Fiction,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,Four,In stock,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
Sports and Games,The Book of Basketball: The NBA According to The Sports Guy,44.84,Five,In stock,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html
Sports and Games,"Friday Night Lights: A Town, a Team, and a Dream",51.22,Three,In stock,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
Sports and Games,Sugar Rush (Offensive Line #2),24.42,One,In stock,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html
Sports and Games,Settling the Score (The Summer Games #1),44.91,Two,In stock,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html
Sports and Games,Icing (Aces Hockey #2),40.44,Four,In stock,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
Add a comment,The Torch Is Passed: A Harding Family Story,19.09,One,In stock,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html
Add a comment,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,Four,In stock,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html
Add a comment,The Art Forger,40.76,Three,In stock,https://books.toscrape.com/catalogue/the-art-forger_930/index.html
Add a comment,On a Midnight Clear,14.07,Three,In stock,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html
Add a comment,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,Two,In stock,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
Add a comment,"Shobu Samurai, Project Aryoku (#3)",29.06,Three,In stock,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html
Add a comment,Modern Romance,28.26,Five,In stock,https://books.toscrape.com/catalogue/modern-romance_820/index.html
Add a comment,The White Queen (The Cousins' War #1),25.91,Five,In stock,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
Add a comment,The Song of Achilles,37.4,Five,In stock,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
Add a comment,The Immortal Life of Henrietta Lacks,40.67,Two,In stock,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
Add a comment,The Dovekeepers,48.78,One,In stock,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
Add a comment,More Than Music (Chasing the Dream #1),37.61,Two,In stock,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Add a comment,Code Name Verity (Code Name Verity #1),22.13,Four,In stock,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
Add a comment,Cell,20.29,Four,In stock,https://books.toscrape.com/catalogue/cell_674/index.html
Add a comment,Angels Walking (Angels Walking #1),34.2,Two,In stock,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
Add a comment,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,Two,In stock,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
Add a comment,A People's History of the United States,40.79,Two,In stock,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
Add a comment,A Brush of Wings (Angels Walking #3),55.51,One,In stock,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
Add a comment,Rook,37.86,Four,In stock,https://books.toscrape.com/catalogue/rook_647/index.html
Add a comment,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,One,In stock,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
Add a comment,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,Four,In stock,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
Add a comment,The Children,11.88,Three,In stock,https://books.toscrape.com/catalogue/the-children_633/index.html
Add a comment,One with You (Crossfire #5),15.71,Four,In stock,https://books.toscrape.com/catalogue/one-with-you-crossfire-5_626/index.html
Add a comment,Without Shame,48.27,Five,In stock,https://books.toscrape.com/catalogue/without-shame_580/index.html
Add a comment,Watchmen,58.05,Four,In stock,https://books.toscrape.com/catalogue/watchmen_579/index.html
Add a comment,A Hero's Curse (The Unseen Chronicles #1),50.49,Three,In stock,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
Add a comment,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,Two,In stock,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
Add a comment,The Glass Castle,16.24,One,In stock,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html
Add a comment,The Drowning Girls,35.67,Three,In stock,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html
Add a comment,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,Five,In stock,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html
Add a comment,John Adams,57.43,Four,In stock,https://books.toscrape.com/catalogue/john-adams_472/index.html
Add a comment,Good in Bed (Cannie Shapiro #1),37.05,Five,In stock,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
Add a comment,The Joy of Cooking,43.27,Four,In stock,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
Add a comment,The Golden Compass (His Dark Materials #1),18.77,One,In stock,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
Add a comment,The God Delusion,46.85,Three,In stock,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
Add a comment,Pride and Prejudice,19.27,Four,In stock,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
Add a comment,Mere Christianity,48.51,Three,In stock,https://books.toscrape.com/catalogue/mere-christianity_435/index.html
Add a comment,Fun Home: A Family Tragicomic,56.59,Four,In stock,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
Add a comment,The Raven King (The Raven Cycle #4),30.57,Two,In stock,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
Add a comment,Find Her (Detective D.D. Warren #8),22.37,One,In stock,https://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html
Add a comment,Evicted: Poverty and Profit in the American City,42.27,One,In stock,https://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html
Add a comment,A Game of Thrones (A Song of Ice and Fire #1),46.42,Two,In stock,https://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html
Add a comment,A Clash of Kings (A Song of Ice and Fire #2),10.79,Three,In stock,https://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html
Add a comment,The Tipping Point: How Little Things Can Make a Big Difference,10.02,Two,In stock,https://books.toscrape.com/catalogue/the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html
Add a comment,The Rest Is Noise: Listening to the Twentieth Century,34.77,One,In stock,https://books.toscrape.com/catalogue/the-rest-is-noise-listening-to-the-twentieth-century_274/index.html
Add a comment,The Purpose Driven Life: What on Earth Am I Here for?,37.19,Three,In stock,https://books.toscrape.com/catalogue/the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html
Add a comment,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,Three,In stock,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html
Add a comment,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,One,In stock,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html
Add a comment,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,Four,In stock,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html
Add a comment,The Complete Poems,41.32,Five,In stock,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html
Add a comment,The Catcher in the Rye,24.55,One,In stock,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html
Add a comment,The Case for Christ (Cases for Christianity),47.84,One,In stock,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html
Add a comment,The Blind Side: Evolution of a Game,53.71,Five,In stock,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html
Add a comment,Seven Days in the Art World,52.33,Two,In stock,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html
Add a comment,Sarah's Key,46.29,One,In stock,https://books.toscrape.com/catalogue/sarahs-key_217/index.html
Add a comment,Rogue Lawyer (Rogue Lawyer #1),50.11,Three,In stock,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html
Add a comment,Manuscript Found in Accra,34.98,Two,In stock,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html
Add a comment,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,Four,In stock,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html
Add a comment,Cosmos,36.17,Two,In stock,https://books.toscrape.com/catalogue/cosmos_141/index.html
Add a comment,#GIRLBOSS,50.96,One,In stock,https://books.toscrape.com/catalogue/girlboss_113/index.html
Add a comment,The Sense of an Ending,31.38,Three,In stock,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
Add a comment,The Republic,33.78,Three,In stock,https://books.toscrape.com/catalogue/the-republic_78/index.html
Add a comment,The Odyssey,29.64,Three,In stock,https://books.toscrape.com/catalogue/the-odyssey_77/index.html
Add a comment,The Light of the Fireflies,54.43,One,In stock,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html
Add a comment,The Iliad,16.16,One,In stock,https://books.toscrape.com/catalogue/the-iliad_69/index.html
Add a comment,The Communist Manifesto,14.76,Three,In stock,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html
Add a comment,Lord of the Flies,24.89,Three,In stock,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html
Fantasy,Unicorn Tracks,18.78,Three,In stock,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html
Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,Three,In stock,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html
Fantasy,Princess Between Worlds (Wide-Awake Princess #5),13.34,Five,In stock,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html
Fantasy,Masks and Shadows,56.4,Two,In stock,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html
Fantasy,Crown of Midnight (Throne of Glass #2),43.29,Three,In stock,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html
Fantasy,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,Two,In stock,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
Fantasy,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,One,In stock,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
Fantasy,Throne of Glass (Throne of Glass #1),35.07,Three,In stock,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html
Fantasy,The Glittering Court (The Glittering Court #1),44.28,One,In stock,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html
Fantasy,Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,One,In stock,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
Fantasy,The Star-Touched Queen,46.02,Five,In stock,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
Fantasy,The Hidden Oracle (The Trials of Apollo #1),52.26,Two,In stock,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),44.73,Four,In stock,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
Fantasy,Island of Dragons (Unwanteds #7),29.65,One,In stock,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,Five,In stock,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
Fantasy,City of Glass (The Mortal Instruments #3),56.02,Four,In stock,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
Fantasy,Searching for Meaning in Gailana,38.73,One,In stock,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
Fantasy,The Star-Touched Queen,32.3,Five,In stock,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
Fantasy,A Shard of Ice (The Black Symphony Saga #1),56.63,Three,In stock,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
Fantasy,King's Folly (The Kinsman Chronicles #1),39.61,Five,In stock,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),12.16,Five,In stock,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
Fantasy,A Gathering of Shadows (Shades of Magic #2),44.81,Four,In stock,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
Fantasy,The Raven Boys (The Raven Cycle #1),57.74,Four,In stock,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
Fantasy,The False Prince (The Ascendance Trilogy #1),56.0,Five,In stock,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html
Fantasy,Tell the Wind and Fire,45.51,Three,In stock,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html
Fantasy,A Feast for Crows (A Song of Ice and Fire #4),17.21,Four,In stock,https://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html
Fantasy,The Demonists (Demonist #1),52.11,Two,In stock,https://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html
Fantasy,The Beast (Black Dagger Brotherhood #14),46.08,Five,In stock,https://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html
Fantasy,Paper and Fire (The Great Library #2),49.45,Five,In stock,https://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html
Fantasy,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,Four,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html
Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,Five,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html
Fantasy,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,One,In stock,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html
Fantasy,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,Four,In stock,https://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html
Fantasy,Soldier (Talon #3),24.72,Two,In stock,https://books.toscrape.com/catalogue/soldier-talon-3_222/index.html
Fantasy,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,Two,In stock,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html
Fantasy,Heir to the Sky,44.07,Four,In stock,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html
Fantasy,Eragon (The Inheritance Cycle #1),43.87,Three,In stock,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
Fantasy,Darkfever (Fever #1),56.02,One,In stock,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html
Fantasy,Ash,22.06,Four,In stock,https://books.toscrape.com/catalogue/ash_123/index.html
Fantasy,A Storm of Swords (A Song of Ice and Fire #3),31.22,Two,In stock,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
Fantasy,Vampire Girl (Vampire Girl #1),53.82,Two,In stock,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html
Fantasy,The Silent Twin (Detective Jennifer Knight #3),36.25,Three,In stock,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html
Fantasy,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,One,In stock,https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html
Fantasy,Sister Sable (The Mad Queen #1),13.33,Three,In stock,https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html
Fantasy,Shadow Rites (Jane Yellowrock #10),21.72,Four,In stock,https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html
Fantasy,Origins (Alphas 0.5),28.99,One,In stock,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html
Fantasy,One Second (Seven #7),52.94,Two,In stock,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html
Fantasy,Myriad (Prentor #1),58.75,Four,In stock,https://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html
New Adult,Without Borders (Wanderlove #1),45.07,Two,In stock,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html
